0	2	1.0000
0	8	1.0000
0	10	1.0000
0	13	1.0000
0	20	1.0000
0	27	1.0000
0	28	1.0000
0	42	1.0000
0	45	1.0000
1	20	1.0000
1	41	1.0000
1	42	1.0000
1	47	1.0000
2	0	1.0000
2	6	1.0000
2	30	1.0000
2	32	1.0000
2	37	1.0000
2	40	1.0000
2	42	1.0000
3	20	1.0000
3	25	1.0000
3	36	1.0000
3	43	1.0000
4	12	1.0000
4	22	1.0000
4	39	1.0000
4	45	1.0000
5	23	1.0000
5	27	1.0000
5	40	1.0000
6	2	1.0000
6	15	1.0000
6	18	1.0000
6	25	1.0000
6	26	1.0000
7	10	1.0000
7	28	1.0000
8	0	1.0000
8	13	1.0000
8	20	1.0000
8	39	1.0000
9	11	1.0000
9	20	1.0000
9	24	1.0000
9	32	1.0000
9	40	1.0000
10	0	1.0000
10	7	1.0000
10	26	1.0000
10	35	1.0000
10	47	1.0000
11	9	1.0000
11	21	1.0000
11	29	1.0000
11	32	1.0000
11	36	1.0000
11	45	1.0000
11	46	1.0000
12	4	1.0000
12	19	1.0000
12	34	1.0000
12	40	1.0000
13	0	1.0000
13	8	1.0000
13	38	1.0000
13	44	1.0000
14	18	1.0000
14	20	1.0000
14	28	1.0000
15	6	1.0000
15	23	1.0000
15	37	1.0000
15	42	1.0000
15	44	1.0000
16	36	1.0000
16	37	1.0000
17	24	1.0000
17	36	1.0000
17	37	1.0000
17	41	1.0000
17	49	1.0000
18	6	1.0000
18	14	1.0000
18	27	1.0000
19	12	1.0000
19	35	1.0000
20	0	1.0000
20	1	1.0000
20	3	1.0000
20	8	1.0000
20	9	1.0000
20	14	1.0000
20	48	1.0000
21	11	1.0000
21	29	1.0000
22	4	1.0000
22	27	1.0000
22	28	1.0000
22	34	1.0000
22	40	1.0000
22	49	1.0000
23	5	1.0000
23	15	1.0000
23	32	1.0000
24	9	1.0000
24	17	1.0000
24	33	1.0000
25	3	1.0000
25	6	1.0000
25	30	1.0000
26	6	1.0000
26	10	1.0000
26	34	1.0000
26	44	1.0000
26	49	1.0000
27	0	1.0000
27	5	1.0000
27	18	1.0000
27	22	1.0000
27	36	1.0000
27	47	1.0000
28	0	1.0000
28	7	1.0000
28	14	1.0000
28	22	1.0000
28	30	1.0000
28	35	1.0000
28	48	1.0000
29	11	1.0000
29	21	1.0000
29	33	1.0000
29	41	1.0000
29	48	1.0000
29	49	1.0000
30	2	1.0000
30	25	1.0000
30	28	1.0000
30	35	1.0000
30	45	1.0000
31	33	1.0000
31	39	1.0000
31	40	1.0000
31	42	1.0000
32	2	1.0000
32	9	1.0000
32	11	1.0000
32	23	1.0000
32	34	1.0000
32	46	1.0000
33	24	1.0000
33	29	1.0000
33	31	1.0000
33	36	1.0000
33	38	1.0000
33	39	1.0000
34	12	1.0000
34	22	1.0000
34	26	1.0000
34	32	1.0000
35	10	1.0000
35	19	1.0000
35	28	1.0000
35	30	1.0000
35	41	1.0000
35	49	1.0000
36	3	1.0000
36	11	1.0000
36	16	1.0000
36	17	1.0000
36	27	1.0000
36	33	1.0000
36	42	1.0000
37	2	1.0000
37	15	1.0000
37	16	1.0000
37	17	1.0000
37	39	1.0000
37	40	1.0000
38	13	1.0000
38	33	1.0000
38	45	1.0000
38	48	1.0000
39	4	1.0000
39	8	1.0000
39	31	1.0000
39	33	1.0000
39	37	1.0000
39	44	1.0000
40	2	1.0000
40	5	1.0000
40	9	1.0000
40	12	1.0000
40	22	1.0000
40	31	1.0000
40	37	1.0000
40	43	1.0000
40	45	1.0000
40	46	1.0000
41	1	1.0000
41	17	1.0000
41	29	1.0000
41	35	1.0000
41	46	1.0000
42	0	1.0000
42	1	1.0000
42	2	1.0000
42	15	1.0000
42	31	1.0000
42	36	1.0000
42	45	1.0000
43	3	1.0000
43	40	1.0000
44	13	1.0000
44	15	1.0000
44	26	1.0000
44	39	1.0000
45	0	1.0000
45	4	1.0000
45	11	1.0000
45	30	1.0000
45	38	1.0000
45	40	1.0000
45	42	1.0000
46	11	1.0000
46	32	1.0000
46	40	1.0000
46	41	1.0000
47	1	1.0000
47	10	1.0000
47	27	1.0000
48	20	1.0000
48	28	1.0000
48	29	1.0000
48	38	1.0000
49	17	1.0000
49	22	1.0000
49	26	1.0000
49	29	1.0000
49	35	1.0000
