0	2	1.0000
0	10	1.0000
0	13	1.0000
0	20	1.0000
0	42	1.0000
0	68	1.0000
0	90	1.0000
1	3	1.0000
1	27	1.0000
1	29	1.0000
2	0	1.0000
2	75	1.0000
2	96	1.0000
3	1	1.0000
3	7	1.0000
3	34	1.0000
3	52	1.0000
3	78	1.0000
4	9	1.0000
4	30	1.0000
4	42	1.0000
4	96	1.0000
5	14	1.0000
5	22	1.0000
5	25	1.0000
5	39	1.0000
5	49	1.0000
5	64	1.0000
6	17	1.0000
6	26	1.0000
6	65	1.0000
7	3	1.0000
7	20	1.0000
7	52	1.0000
7	64	1.0000
8	62	1.0000
8	71	1.0000
8	96	1.0000
9	4	1.0000
9	19	1.0000
9	37	1.0000
9	63	1.0000
10	0	1.0000
10	22	1.0000
10	32	1.0000
10	61	1.0000
10	79	1.0000
10	92	1.0000
10	99	1.0000
11	12	1.0000
11	27	1.0000
12	11	1.0000
12	16	1.0000
12	24	1.0000
12	30	1.0000
12	56	1.0000
12	59	1.0000
12	65	1.0000
12	75	1.0000
12	76	1.0000
12	84	1.0000
13	0	1.0000
14	5	1.0000
14	42	1.0000
14	93	1.0000
14	99	1.0000
15	27	1.0000
15	37	1.0000
15	44	1.0000
15	65	1.0000
15	73	1.0000
15	86	1.0000
15	88	1.0000
16	12	1.0000
16	42	1.0000
16	58	1.0000
17	6	1.0000
17	27	1.0000
17	79	1.0000
17	80	1.0000
18	47	1.0000
18	85	1.0000
19	9	1.0000
19	31	1.0000
19	45	1.0000
19	48	1.0000
20	0	1.0000
20	7	1.0000
20	38	1.0000
20	67	1.0000
21	27	1.0000
21	85	1.0000
21	92	1.0000
22	5	1.0000
22	10	1.0000
22	37	1.0000
22	38	1.0000
22	54	1.0000
22	57	1.0000
22	60	1.0000
23	50	1.0000
24	12	1.0000
24	28	1.0000
24	37	1.0000
24	45	1.0000
24	47	1.0000
24	51	1.0000
24	78	1.0000
24	87	1.0000
24	92	1.0000
24	97	1.0000
25	5	1.0000
25	52	1.0000
25	72	1.0000
25	81	1.0000
26	6	1.0000
27	1	1.0000
27	11	1.0000
27	15	1.0000
27	17	1.0000
27	21	1.0000
27	29	1.0000
27	36	1.0000
27	48	1.0000
27	81	1.0000
28	24	1.0000
28	61	1.0000
28	72	1.0000
28	88	1.0000
29	1	1.0000
29	27	1.0000
29	81	1.0000
30	4	1.0000
30	12	1.0000
30	32	1.0000
30	39	1.0000
30	59	1.0000
30	64	1.0000
30	83	1.0000
31	19	1.0000
31	65	1.0000
31	68	1.0000
32	10	1.0000
32	30	1.0000
32	48	1.0000
32	66	1.0000
32	96	1.0000
33	43	1.0000
33	50	1.0000
34	3	1.0000
34	37	1.0000
34	47	1.0000
34	55	1.0000
34	66	1.0000
34	74	1.0000
34	80	1.0000
34	87	1.0000
35	75	1.0000
35	90	1.0000
35	98	1.0000
36	27	1.0000
36	70	1.0000
36	93	1.0000
37	9	1.0000
37	15	1.0000
37	22	1.0000
37	24	1.0000
37	34	1.0000
37	60	1.0000
37	74	1.0000
37	84	1.0000
38	20	1.0000
38	22	1.0000
39	5	1.0000
39	30	1.0000
39	49	1.0000
39	54	1.0000
39	61	1.0000
39	90	1.0000
40	44	1.0000
40	65	1.0000
40	68	1.0000
40	72	1.0000
41	59	1.0000
42	0	1.0000
42	4	1.0000
42	14	1.0000
42	16	1.0000
42	59	1.0000
42	72	1.0000
42	75	1.0000
43	33	1.0000
43	55	1.0000
43	59	1.0000
43	63	1.0000
43	91	1.0000
43	96	1.0000
44	15	1.0000
44	40	1.0000
44	58	1.0000
44	65	1.0000
44	96	1.0000
45	19	1.0000
45	24	1.0000
45	50	1.0000
45	98	1.0000
46	72	1.0000
46	97	1.0000
47	18	1.0000
47	24	1.0000
47	34	1.0000
48	19	1.0000
48	27	1.0000
48	32	1.0000
48	49	1.0000
48	61	1.0000
48	80	1.0000
49	5	1.0000
49	39	1.0000
49	48	1.0000
49	87	1.0000
50	23	1.0000
50	33	1.0000
50	45	1.0000
50	57	1.0000
50	65	1.0000
50	92	1.0000
51	24	1.0000
51	79	1.0000
52	3	1.0000
52	7	1.0000
52	25	1.0000
52	75	1.0000
52	98	1.0000
53	54	1.0000
53	91	1.0000
53	97	1.0000
54	22	1.0000
54	39	1.0000
54	53	1.0000
54	93	1.0000
54	94	1.0000
54	98	1.0000
55	34	1.0000
55	43	1.0000
55	62	1.0000
55	93	1.0000
56	12	1.0000
56	63	1.0000
56	86	1.0000
57	22	1.0000
57	50	1.0000
57	82	1.0000
57	90	1.0000
58	16	1.0000
58	44	1.0000
58	64	1.0000
58	69	1.0000
58	71	1.0000
59	12	1.0000
59	30	1.0000
59	41	1.0000
59	42	1.0000
59	43	1.0000
59	72	1.0000
59	82	1.0000
60	22	1.0000
60	37	1.0000
60	74	1.0000
60	99	1.0000
61	10	1.0000
61	28	1.0000
61	39	1.0000
61	48	1.0000
62	8	1.0000
62	55	1.0000
62	76	1.0000
