0	1	1.0000
0	10	1.0000
1	0	1.0000
1	2	1.0000
1	11	1.0000
2	1	1.0000
2	3	1.0000
2	12	1.0000
3	2	1.0000
3	4	1.0000
3	13	1.0000
4	3	1.0000
4	5	1.0000
4	14	1.0000
5	4	1.0000
5	6	1.0000
5	15	1.0000
6	5	1.0000
6	7	1.0000
6	16	1.0000
7	6	1.0000
7	8	1.0000
7	17	1.0000
8	7	1.0000
8	9	1.0000
8	18	1.0000
9	8	1.0000
9	19	1.0000
10	0	1.0000
10	11	1.0000
10	20	1.0000
11	1	1.0000
11	10	1.0000
11	12	1.0000
11	21	1.0000
12	2	1.0000
12	11	1.0000
12	13	1.0000
12	22	1.0000
13	3	1.0000
13	12	1.0000
13	14	1.0000
13	23	1.0000
14	4	1.0000
14	13	1.0000
14	15	1.0000
14	24	1.0000
15	5	1.0000
15	14	1.0000
15	16	1.0000
15	25	1.0000
16	6	1.0000
16	15	1.0000
16	17	1.0000
16	26	1.0000
17	7	1.0000
17	16	1.0000
17	18	1.0000
17	27	1.0000
18	8	1.0000
18	17	1.0000
18	19	1.0000
18	28	1.0000
19	9	1.0000
19	18	1.0000
19	29	1.0000
20	10	1.0000
20	21	1.0000
20	30	1.0000
21	11	1.0000
21	20	1.0000
21	22	1.0000
21	31	1.0000
22	12	1.0000
22	21	1.0000
22	23	1.0000
22	32	1.0000
23	13	1.0000
23	22	1.0000
23	24	1.0000
23	33	1.0000
24	14	1.0000
24	23	1.0000
24	25	1.0000
24	34	1.0000
25	15	1.0000
25	24	1.0000
25	26	1.0000
25	35	1.0000
26	16	1.0000
26	25	1.0000
26	27	1.0000
26	36	1.0000
27	17	1.0000
27	26	1.0000
27	28	1.0000
27	37	1.0000
28	18	1.0000
28	27	1.0000
28	29	1.0000
28	38	1.0000
29	19	1.0000
29	28	1.0000
29	39	1.0000
30	20	1.0000
30	31	1.0000
30	40	1.0000
31	21	1.0000
31	30	1.0000
31	32	1.0000
31	41	1.0000
32	22	1.0000
32	31	1.0000
32	33	1.0000
32	42	1.0000
33	23	1.0000
33	32	1.0000
33	34	1.0000
33	43	1.0000
34	24	1.0000
34	33	1.0000
34	35	1.0000
34	44	1.0000
35	25	1.0000
35	34	1.0000
35	36	1.0000
35	45	1.0000
36	26	1.0000
36	35	1.0000
36	37	1.0000
36	46	1.0000
37	27	1.0000
37	36	1.0000
37	38	1.0000
37	47	1.0000
38	28	1.0000
38	37	1.0000
38	39	1.0000
38	48	1.0000
39	29	1.0000
39	38	1.0000
39	49	1.0000
40	30	1.0000
40	41	1.0000
40	50	1.0000
41	31	1.0000
41	40	1.0000
41	42	1.0000
41	51	1.0000
42	32	1.0000
42	41	1.0000
42	43	1.0000
42	52	1.0000
43	33	1.0000
43	42	1.0000
43	44	1.0000
43	53	1.0000
44	34	1.0000
44	43	1.0000
44	45	1.0000
44	54	1.0000
45	35	1.0000
45	44	1.0000
45	46	1.0000
45	55	1.0000
46	36	1.0000
46	45	1.0000
46	47	1.0000
46	56	1.0000
47	37	1.0000
47	46	1.0000
47	48	1.0000
47	57	1.0000
48	38	1.0000
48	47	1.0000
48	49	1.0000
48	58	1.0000
49	39	1.0000
49	48	1.0000
49	59	1.0000
50	40	1.0000
50	51	1.0000
50	60	1.0000
51	41	1.0000
51	50	1.0000
51	52	1.0000
51	61	1.0000
52	42	1.0000
52	51	1.0000
52	53	1.0000
52	62	1.0000
53	43	1.0000
53	52	1.0000
53	54	1.0000
53	63	1.0000
54	44	1.0000
54	53	1.0000
54	55	1.0000
54	64	1.0000
55	45	1.0000
55	54	1.0000
55	56	1.0000
55	65	1.0000
56	46	1.0000
56	55	1.0000
56	57	1.0000
56	66	1.0000
57	47	1.0000
